Zone,PM25,Datetime_UTC,fire_count_regional,frp_regional_sum,hfi_weighted,fwi_mean,fire_count_local,frp_local_sum,PM25_lag_1h,PM25_lag_6h,PM25_lag_24h,PM25_lag_48h,PM25_roll_24h_mean,PM25_roll_24h_max,PM25_roll_7d_mean,frp_roll_24h_sum,frp_roll_72h_sum,hour,day_of_week,month,is_wildfire_season,season,alert
Lower Fraser Valley,8.476402204999712,2022-01-29 10:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,9.404837,11.72856,6.547194,5.095,7.891602265095346,12.61703,6.111142629793864,0.0,0.0,10,5,1,0,Winter,0
Lower Fraser Valley,7.690721,2022-01-29 11:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,8.476402204999712,11.84664,5.943333,3.782972,7.964410098428679,12.61703,6.132636088127198,0.0,0.0,11,5,1,0,Winter,0
Lower Fraser Valley,6.233,2022-01-29 12:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,7.690721,8.690084,6.242084,4.436333,7.964031598428679,12.61703,6.149489594079578,0.0,0.0,12,5,1,0,Winter,0
Lower Fraser Valley,5.897069,2022-01-29 13:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,6.233,10.066932121596247,5.76425,3.518806,7.969565723428679,12.61703,6.165579623841483,0.0,0.0,13,5,1,0,Winter,0
Lower Fraser Valley,5.295528,2022-01-29 14:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,5.897069,9.033336429871444,4.935,3.177972,7.984587723428678,12.61703,6.183295564317673,0.0,0.0,14,5,1,0,Winter,0
Lower Fraser Valley,5.741445,2022-01-29 15:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,5.295528,9.404837,4.348161,3.303611,8.042641223428678,12.61703,6.2051839631271966,0.0,0.0,15,5,1,0,Winter,0
Lower Fraser Valley,5.940834,2022-01-29 16:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,5.741445,8.476402204999712,4.883,3.923528,8.086717640095346,12.61703,6.226337242889103,0.0,0.0,16,5,1,0,Winter,0
Lower Fraser Valley,6.127484,2022-01-29 17:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,5.940834,7.690721,5.825,4.080392,8.099321140095345,12.61703,6.249371403603386,0.0,0.0,17,5,1,0,Winter,0
Lower Fraser Valley,6.587139,2022-01-29 18:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,6.127484,6.233,6.776361,4.717667,8.091436890095345,12.61703,6.27173929646053,0.0,0.0,18,5,1,0,Winter,0
Lower Fraser Valley,7.391944,2022-01-29 19:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,6.587139,5.897069,6.211778,5.147305,8.140610473428678,12.61703,6.301640617889102,0.0,0.0,19,5,1,0,Winter,0
Lower Fraser Valley,6.135305,2022-01-29 20:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,7.391944,5.295528,7.157444,6.35859,8.098021348428679,12.61703,6.325229897651006,0.0,0.0,20,5,1,0,Winter,0
Lower Fraser Valley,7.124055,2022-01-29 21:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,6.135305,5.741445,6.990210216827367,6.535083,8.103598214394205,12.61703,6.348451457174816,0.0,0.0,21,5,1,0,Winter,0
Lower Fraser Valley,7.964736,2022-01-29 22:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,7.124055,5.940834,6.433238388993519,6.090833,8.167410614852809,12.61703,6.3791177071748155,0.0,0.0,22,5,1,0,Winter,0
Lower Fraser Valley,9.368195,2022-01-29 23:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,7.964736,6.127484,8.574195,5.160306,8.200493948186143,12.61703,6.423437814317673,0.0,0.0,23,5,1,0,Winter,0
Lower Fraser Valley,9.279029,2022-01-30 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,9.368195,6.587139,8.523027,5.512711,8.231994031519475,12.61703,6.465482564317674,0.0,0.0,0,6,1,0,Winter,0
Lower Fraser Valley,11.58088,2022-01-30 01:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,9.279029,7.391944,9.299551,6.621195,8.327049406519475,12.61703,6.5183838500319595,0.0,0.0,1,6,1,0,Winter,0
Lower Fraser Valley,13.86589,2022-01-30 02:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,11.58088,6.135305,9.628,8.514472,8.503628156519476,13.86589,6.5747879571748165,0.0,0.0,2,6,1,0,Winter,0
Lower Fraser Valley,14.97144,2022-01-30 03:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,13.86589,7.124055,12.61703,7.815958,8.601728573186142,14.97144,6.631177153603387,0.0,0.0,3,6,1,0,Winter,0
Lower Fraser Valley,11.685300608813137,2022-01-30 04:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,14.97144,7.964736,11.72856,9.2875,8.599926098553356,14.97144,6.662748716751084,0.0,0.0,4,6,1,0,Winter,0
Lower Fraser Valley,9.51758603521469,2022-01-30 05:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,11.685300608813137,9.368195,11.84664,7.378778,8.502882183353968,14.97144,6.6815151038654585,0.0,0.0,5,6,1,0,Winter,0
Lower Fraser Valley,8.023167,2022-01-30 06:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,9.51758603521469,9.279029,8.690084,6.795222,8.475093975020634,14.97144,6.687895895532124,0.0,0.0,6,6,1,0,Winter,0
Lower Fraser Valley,5.408639,2022-01-30 07:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,8.023167,11.58088,10.066932121596247,5.927722,8.280998428287457,14.97144,6.683388294341647,0.0,0.0,7,6,1,0,Winter,0
Lower Fraser Valley,4.102417,2022-01-30 08:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,5.408639,13.86589,9.033336429871444,5.615278,8.075543452042814,14.97144,6.66929074077022,0.0,0.0,8,6,1,0,Winter,0
Lower Fraser Valley,4.229263,2022-01-30 09:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,4.102417,14.97144,9.404837,6.653856,7.859894535376147,14.97144,6.670494764579742,0.0,0.0,9,6,1,0,Winter,0
Lower Fraser Valley,5.246774951586446,2022-01-30 10:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,4.229263,11.685300608813137,8.476402204999712,6.547194,7.725326733150594,14.97144,6.676443990482044,0.0,0.0,10,6,1,0,Winter,0
Lower Fraser Valley,5.254622025098782,2022-01-30 11:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,5.246774951586446,9.51758603521469,7.690721,5.943333,7.623822609196377,14.97144,6.676963895393346,0.0,0.0,11,6,1,0,Winter,0
Lower Fraser Valley,5.15575,2022-01-30 12:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,5.254622025098782,8.023167,6.233,6.242084,7.57893719252971,14.97144,6.67449349063144,0.0,0.0,12,6,1,0,Winter,0
Lower Fraser Valley,4.652903,2022-01-30 13:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,5.15575,5.408639,5.897069,5.76425,7.5270969425297105,14.97144,6.669223234679061,0.0,0.0,13,6,1,0,Winter,0
Lower Fraser Valley,4.167875,2022-01-30 14:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,4.652903,4.102417,5.295528,4.935,7.480111400863045,14.97144,6.665117002536203,0.0,0.0,14,6,1,0,Winter,0
Lower Fraser Valley,4.226389,2022-01-30 15:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,4.167875,4.229263,5.741445,4.348161,7.416984067529711,14.97144,6.662953972774299,0.0,0.0,15,6,1,0,Winter,0
Lower Fraser Valley,4.196528,2022-01-30 16:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,4.226389,5.246774951586446,5.940834,4.883,7.344304650863044,14.97144,6.667178818012394,0.0,0.0,16,6,1,0,Winter,0
Lower Fraser Valley,5.255595,2022-01-30 17:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,4.196528,5.254622025098782,6.127484,5.825,7.307975942529711,14.97144,6.677650698964773,0.0,0.0,17,6,1,0,Winter,0
Lower Fraser Valley,4.910861,2022-01-30 18:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,5.255595,5.15575,6.587139,6.776361,7.238131025863044,14.97144,6.6850146215838215,0.0,0.0,18,6,1,0,Winter,0
Lower Fraser Valley,5.713611,2022-01-30 19:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,4.910861,4.652903,7.391944,6.211778,7.168200484196377,14.97144,6.696503377536203,0.0,0.0,19,6,1,0,Winter,0
Lower Fraser Valley,5.575639,2022-01-30 20:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,5.713611,4.167875,6.135305,7.157444,7.14488106752971,14.97144,6.705460883488585,0.0,0.0,20,6,1,0,Winter,0
Lower Fraser Valley,5.55,2022-01-30 21:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,5.575639,4.226389,7.124055,6.990210216827367,7.07929544252971,14.97144,6.7045513239647745,0.0,0.0,21,6,1,0,Winter,0
Lower Fraser Valley,5.134139,2022-01-30 22:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,5.55,4.196528,7.964736,6.433238388993519,6.9613539008630445,14.97144,6.67460173467906,0.0,0.0,22,6,1,0,Winter,0
Lower Fraser Valley,4.903222,2022-01-30 23:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,5.134139,5.255595,9.368195,8.574195,6.775313359196377,14.97144,6.654256990631443,0.0,0.0,23,6,1,0,Winter,0
Lower Fraser Valley,4.561056,2022-01-31 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,4.903222,4.910861,9.279029,8.523027,6.578731150863045,14.97144,6.624913734679061,0.0,0.0,0,0,1,0,Winter,0
Lower Fraser Valley,3.834448626208634,2022-01-31 01:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,4.561056,5.713611,11.58088,9.299551,6.2559631769550705,14.97144,6.591392934835064,0.0,0.0,1,0,1,0,Winter,0
Lower Fraser Valley,3.212083,2022-01-31 02:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,3.834448626208634,5.575639,13.86589,9.628,5.812054551955071,14.97144,6.554394089596968,0.0,0.0,2,0,1,0,Winter,0
Lower Fraser Valley,2.112167,2022-01-31 03:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,3.212083,5.55,14.97144,12.61703,5.276251510288404,11.685300608813137,6.495381333644588,0.0,0.0,3,0,1,0,Winter,0
Lower Fraser Valley,2.148111,2022-01-31 04:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,2.112167,5.134139,11.685300608813137,11.72856,4.87886860992119,9.51758603521469,6.432490446739827,0.0,0.0,4,0,1,0,Winter,0
Lower Fraser Valley,2.37,2022-01-31 05:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,2.148111,4.903222,9.51758603521469,11.84664,4.581052525120578,8.023167,6.384900565787445,0.0,0.0,5,0,1,0,Winter,0
Lower Fraser Valley,1.8794701394239903,2022-01-31 06:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,2.37,4.561056,8.023167,8.690084,4.32506515592991,5.713611,6.328516995188778,0.0,0.0,6,0,1,0,Winter,0
Lower Fraser Valley,1.56,2022-01-31 07:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.8794701394239903,3.834448626208634,5.408639,10.066932121596247,4.164705197596577,5.713611,6.267807352331635,0.0,0.0,7,0,1,0,Winter,0
Lower Fraser Valley,1.706172,2022-01-31 08:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.56,3.212083,4.102417,9.033336429871444,4.064861655929911,5.713611,6.224870465426873,0.0,0.0,8,0,1,0,Winter,0
Lower Fraser Valley,1.682421,2022-01-31 09:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.706172,2.112167,4.229263,9.404837,3.958743239263244,5.713611,6.193626513045922,0.0,0.0,9,0,1,0,Winter,0
Lower Fraser Valley,1.768111,2022-01-31 10:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.682421,2.148111,5.246774951586446,8.476402204999712,3.813798907947142,5.713611,6.169052602331636,0.0,0.0,10,0,1,0,Winter,0
Lower Fraser Valley,1.916639,2022-01-31 11:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.768111,2.37,5.254622025098782,7.690721,3.6747162819013597,5.713611,6.151209185664968,0.0,0.0,11,0,1,0,Winter,0
Lower Fraser Valley,1.900056,2022-01-31 12:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.916639,1.8794701394239903,5.15575,6.233,3.539062365234692,5.713611,6.138380983284017,0.0,0.0,12,0,1,0,Winter,0
Lower Fraser Valley,1.803417,2022-01-31 13:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.900056,1.56,4.652903,5.897069,3.420333781901359,5.713611,6.128658483284017,0.0,0.0,13,0,1,0,Winter,0
Lower Fraser Valley,1.8345,2022-01-31 14:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.803417,1.706172,4.167875,5.295528,3.3231098235680263,5.713611,6.116815227331635,0.0,0.0,14,0,1,0,Winter,0
Lower Fraser Valley,1.897083,2022-01-31 15:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.8345,1.682421,4.226389,5.741445,3.2260554069013594,5.713611,6.107869292807826,0.0,0.0,15,0,1,0,Winter,0
Lower Fraser Valley,2.029505,2022-01-31 16:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.897083,1.768111,4.196528,5.940834,3.1357627819013594,5.713611,6.0963509713792545,0.0,0.0,16,0,1,0,Winter,0
Lower Fraser Valley,2.845519375819235,2022-01-31 17:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,2.029505,1.916639,5.255595,6.127484,3.0353429642271608,5.713611,6.0922571521877025,0.0,0.0,17,0,1,0,Winter,0
Lower Fraser Valley,4.0410275286421,2022-01-31 18:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,2.845519375819235,1.900056,4.910861,6.587139,2.9990999029205816,5.713611,6.096161417239143,0.0,0.0,18,0,1,0,Winter,0
Lower Fraser Valley,4.075514,2022-01-31 19:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,4.0410275286421,1.803417,5.713611,7.391944,2.9308458612539146,5.575639,6.104061304143905,0.0,0.0,19,0,1,0,Winter,0
Lower Fraser Valley,2.762056,2022-01-31 20:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,4.075514,1.8345,5.575639,6.135305,2.813613236253915,5.55,6.087466399382,0.0,0.0,20,0,1,0,Winter,0
Lower Fraser Valley,2.093055,2022-01-31 21:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,2.762056,1.897083,5.55,7.124055,2.6695738612539146,5.134139,6.056305351762953,0.0,0.0,21,0,1,0,Winter,0
Lower Fraser Valley,2.460833,2022-01-31 22:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,2.093055,2.029505,5.134139,7.964736,2.558186111253915,4.903222,6.032081470810572,0.0,0.0,22,0,1,0,Winter,0
Lower Fraser Valley,2.05125,2022-01-31 23:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,2.460833,2.845519375819235,4.903222,9.368195,2.439353944587248,4.561056,6.010394464858191,0.0,0.0,23,0,1,0,Winter,0
Lower Fraser Valley,2.11925,2022-02-01 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,2.05125,4.0410275286421,4.561056,9.279029,2.337612027920582,4.075514,5.991744202953429,0.0,0.0,0,1,2,0,Winter,0
Lower Fraser Valley,2.284569,2022-02-01 01:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,2.11925,4.075514,3.834448626208634,11.58088,2.2730337101618883,4.075514,5.965516732715334,0.0,0.0,1,1,2,0,Winter,0
Lower Fraser Valley,2.824458,2022-02-01 02:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,2.284569,2.762056,3.212083,13.86589,2.2568826684952215,4.075514,5.941726631524858,0.0,0.0,2,1,2,0,Winter,0
Lower Fraser Valley,4.856667,2022-02-01 03:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,2.824458,2.093055,2.112167,14.97144,2.371236835161888,4.856667,5.937535655334381,0.0,0.0,3,1,2,0,Winter,0
Lower Fraser Valley,4.167611,2022-02-01 04:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,4.856667,2.460833,2.148111,11.685300608813137,2.4553826684952216,4.856667,5.9208552624772395,0.0,0.0,4,1,2,0,Winter,0
Lower Fraser Valley,3.799278,2022-02-01 05:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,4.167611,2.05125,2.37,9.51758603521469,2.514935918495222,4.856667,5.90495545890581,0.0,0.0,5,1,2,0,Winter,0
Lower Fraser Valley,3.629975,2022-02-01 06:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,3.799278,2.11925,1.8794701394239903,8.023167,2.5878736210192224,4.856667,5.8917191970010485,0.0,0.0,6,1,2,0,Winter,0
Lower Fraser Valley,3.382056,2022-02-01 07:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,3.629975,2.284569,1.56,5.408639,2.663792621019222,4.856667,5.886540298191524,0.0,0.0,7,1,2,0,Winter,0
Lower Fraser Valley,2.909945,2022-02-01 08:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,3.382056,2.824458,1.706172,4.102417,2.7139498293525555,4.856667,5.881034351762953,0.0,0.0,8,1,2,0,Winter,0
Lower Fraser Valley,2.023889,2022-02-01 09:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,2.909945,4.856667,1.682421,4.229263,2.728177662685889,4.856667,5.867548905334381,0.0,0.0,9,1,2,0,Winter,0
Lower Fraser Valley,2.372611,2022-02-01 10:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,2.023889,4.167611,1.768111,5.246774951586446,2.753365162685889,4.856667,5.854783363667715,0.0,0.0,10,1,2,0,Winter,0
Lower Fraser Valley,2.062106,2022-02-01 11:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,2.372611,3.799278,1.916639,5.254622025098782,2.759426287685889,4.856667,5.8408531077153345,0.0,0.0,11,1,2,0,Winter,0
Lower Fraser Valley,1.77,2022-02-01 12:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,2.062106,3.629975,1.900056,5.15575,2.754007287685889,4.856667,5.829176851762953,0.0,0.0,12,1,2,0,Winter,0
Lower Fraser Valley,1.654472,2022-02-01 13:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.77,3.382056,1.803417,4.652903,2.7478012460192223,4.856667,5.814462566048667,0.0,0.0,13,1,2,0,Winter,0
Lower Fraser Valley,1.806139,2022-02-01 14:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.654472,2.909945,1.8345,4.167875,2.746619537685889,4.856667,5.802227280334381,0.0,0.0,14,1,2,0,Winter,0
Lower Fraser Valley,2.120445,2022-02-01 15:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.806139,2.023889,1.897083,4.226389,2.7559262876858894,4.856667,5.797438262477239,0.0,0.0,15,1,2,0,Winter,0
Lower Fraser Valley,2.442701,2022-02-01 16:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,2.120445,2.372611,2.029505,4.196528,2.7731427876858894,4.856667,5.788407714858191,0.0,0.0,16,1,2,0,Winter,0
Lower Fraser Valley,3.528464,2022-02-01 17:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,2.442701,2.062106,2.845519375819235,5.255595,2.801598813693421,4.856667,5.779159274382001,0.0,0.0,17,1,2,0,Winter,0
Lower Fraser Valley,4.246139,2022-02-01 18:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,3.528464,1.77,4.0410275286421,4.910861,2.810145125,4.856667,5.770732024382001,0.0,0.0,18,1,2,0,Winter,0
Lower Fraser Valley,3.750972,2022-02-01 19:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,4.246139,1.654472,4.075514,5.713611,2.796622541666667,4.856667,5.753460030334382,0.0,0.0,19,1,2,0,Winter,0
Lower Fraser Valley,3.690417,2022-02-01 20:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,3.750972,1.806139,2.762056,5.575639,2.83530425,4.856667,5.731776667239144,0.0,0.0,20,1,2,0,Winter,0
Lower Fraser Valley,3.490804208576972,2022-02-01 21:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,3.690417,2.120445,2.093055,5.55,2.8935438003573744,4.856667,5.691982704194959,0.0,0.0,21,1,2,0,Winter,0
Lower Fraser Valley,2.106917,2022-02-01 22:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,3.490804208576972,2.442701,2.460833,5.134139,2.8787973003573737,4.856667,5.6408872015575735,0.0,0.0,22,1,2,0,Winter,0
Lower Fraser Valley,1.938556,2022-02-01 23:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,2.106917,3.528464,2.05125,4.903222,2.874101717024041,4.856667,5.608336612271859,0.0,0.0,23,1,2,0,Winter,0
Lower Fraser Valley,1.733111,2022-02-02 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.938556,4.246139,2.11925,4.561056,2.8580125920240405,4.856667,5.5692975884623355,0.0,0.0,0,2,2,0,Winter,0
Lower Fraser Valley,2.581091,2022-02-02 01:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.733111,3.750972,2.284569,3.834448626208634,2.870367675357374,4.856667,5.530673130129001,0.0,0.0,1,2,2,0,Winter,0
Lower Fraser Valley,3.83007,2022-02-02 02:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,2.581091,3.690417,2.824458,3.212083,2.9122681753573736,4.856667,5.5028876658432875,0.0,0.0,2,2,2,0,Winter,0
Lower Fraser Valley,5.681594933307757,2022-02-02 03:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,3.83007,3.490804208576972,4.856667,2.112167,2.94664017257853,5.681594933307757,5.472599540446309,0.0,0.0,3,2,2,0,Winter,0
Lower Fraser Valley,7.570889,2022-02-02 04:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,5.681594933307757,2.106917,4.167611,2.148111,3.08844342257853,7.570889,5.4618077071129765,0.0,0.0,4,2,2,0,Winter,0
Lower Fraser Valley,7.519472,2022-02-02 05:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,7.570889,1.938556,3.799278,2.37,3.243451505911864,7.570889,5.458960814255834,0.0,0.0,5,2,2,0,Winter,0
Lower Fraser Valley,4.820317,2022-02-02 06:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,7.519472,1.733111,3.629975,1.8794701394239903,3.2930490892451973,7.570889,5.4291146475891665,0.0,0.0,6,2,2,0,Winter,0
Lower Fraser Valley,3.8085,2022-02-02 07:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,4.820317,2.581091,3.382056,1.56,3.310817589245197,7.570889,5.4030556178272615,0.0,0.0,7,2,2,0,Winter,0
Lower Fraser Valley,2.92975,2022-02-02 08:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,3.8085,3.83007,2.909945,1.706172,3.3116427975785303,7.570889,5.375053469017739,0.0,0.0,8,2,2,0,Winter,0
Lower Fraser Valley,3.173366,2022-02-02 09:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,2.92975,5.681594933307757,2.023889,1.682421,3.3595376725785306,7.570889,5.353534838065357,0.0,0.0,9,2,2,0,Winter,0
Lower Fraser Valley,3.292305,2022-02-02 10:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,3.173366,7.570889,2.372611,1.768111,3.3978582559118635,7.570889,5.3398871833034525,0.0,0.0,10,2,2,0,Winter,0
Lower Fraser Valley,3.195667,2022-02-02 11:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,3.292305,7.519472,2.062106,1.916639,3.445089964245197,7.570889,5.3218995880653575,0.0,0.0,11,2,2,0,Winter,0
Lower Fraser Valley,2.676417,2022-02-02 12:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,3.195667,4.820317,1.77,1.900056,3.482857339245197,7.570889,5.3057785583034525,0.0,0.0,12,2,2,0,Winter,0
Lower Fraser Valley,2.287806,2022-02-02 13:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,2.676417,3.8085,1.654472,1.803417,3.509246255911864,7.570889,5.288229784493929,0.0,0.0,13,2,2,0,Winter,0
Lower Fraser Valley,2.176389,2022-02-02 14:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,2.287806,2.92975,1.806139,1.8345,3.524673339245197,7.570889,5.278623963065357,0.0,0.0,14,2,2,0,Winter,0
Lower Fraser Valley,2.251778,2022-02-02 15:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,2.176389,3.173366,2.120445,1.897083,3.5301455475785306,7.570889,5.272321552351071,0.0,0.0,15,2,2,0,Winter,0
Lower Fraser Valley,2.683839,2022-02-02 16:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,2.251778,3.292305,2.442701,2.029505,3.540192964245197,7.570889,5.258557320208215,0.0,0.0,16,2,2,0,Winter,0
Lower Fraser Valley,3.070555,2022-02-02 17:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,2.683839,3.195667,3.528464,2.845519375819235,3.52111342257853,7.570889,5.252078171398691,0.0,0.0,17,2,2,0,Winter,0
Lower Fraser Valley,3.031611,2022-02-02 18:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,3.070555,2.676417,4.246139,4.0410275286421,3.4705080892451967,7.570889,5.241522778541548,0.0,0.0,18,2,2,0,Winter,0
Lower Fraser Valley,3.094611,2022-02-02 19:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,3.031611,2.287806,3.750972,4.075514,3.4431597142451964,7.570889,5.217197219017739,0.0,0.0,19,2,2,0,Winter,0
Lower Fraser Valley,2.671222,2022-02-02 20:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,3.094611,2.176389,3.690417,2.762056,3.400693255911863,7.570889,5.195042457112977,0.0,0.0,20,2,2,0,Winter,0
Lower Fraser Valley,3.175333,2022-02-02 21:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,2.671222,2.251778,3.490804208576972,2.093055,3.3875486222211566,7.570889,5.177558713065357,0.0,0.0,21,2,2,0,Winter,0
Lower Fraser Valley,3.632842695679329,2022-02-02 22:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,3.175333,2.683839,2.106917,2.460833,3.4511288595411287,7.570889,5.152244616015829,0.0,0.0,22,2,2,0,Winter,0
Lower Fraser Valley,4.476194,2022-02-02 23:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,3.632842695679329,3.070555,1.938556,2.05125,3.556863776207795,7.570889,5.138532479111068,0.0,0.0,23,2,2,0,Winter,0
Lower Fraser Valley,4.841172,2022-02-03 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,4.476194,3.031611,1.733111,2.11925,3.686366317874462,7.570889,5.102704812444401,0.0,0.0,0,3,2,0,Winter,0
Lower Fraser Valley,6.134934,2022-02-03 01:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,4.841172,3.094611,2.581091,2.284569,3.8344431095411284,7.570889,5.0786134076824965,0.0,0.0,1,3,2,0,Winter,0
Lower Fraser Valley,6.164556,2022-02-03 02:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,6.134934,2.671222,3.83007,2.824458,3.931713359541129,7.570889,5.0720490922063055,0.0,0.0,2,3,2,0,Winter,0
