Zone,PM25,Datetime_UTC,fire_count_regional,frp_regional_sum,hfi_weighted,fwi_mean,fire_count_local,frp_local_sum,PM25_lag_1h,PM25_lag_6h,PM25_lag_24h,PM25_lag_48h,PM25_roll_24h_mean,PM25_roll_24h_max,PM25_roll_7d_mean,frp_roll_24h_sum,frp_roll_72h_sum,hour,day_of_week,month,is_wildfire_season,season,alert
Lower Fraser Valley,6.351373,2022-01-01 09:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,,,,,6.351373,6.351373,6.351373,0.0,0.0,9,5,1,0,Winter,0
Lower Fraser Valley,6.299942,2022-01-01 10:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,6.351373,,,,6.3256575,6.351373,6.3256575,0.0,0.0,10,5,1,0,Winter,0
Lower Fraser Valley,5.474733,2022-01-01 11:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,6.299942,,,,6.042015999999999,6.351373,6.042015999999999,0.0,0.0,11,5,1,0,Winter,0
Lower Fraser Valley,4.187194,2022-01-01 12:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,5.474733,,,,5.5783105,6.351373,5.5783105,0.0,0.0,12,5,1,0,Winter,0
Lower Fraser Valley,3.418764,2022-01-01 13:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,4.187194,,,,5.1464012,6.351373,5.1464012,0.0,0.0,13,5,1,0,Winter,0
Lower Fraser Valley,2.879819,2022-01-01 14:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,3.418764,,,,4.7686375,6.351373,4.7686375,0.0,0.0,14,5,1,0,Winter,0
Lower Fraser Valley,2.877056,2022-01-01 15:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,2.879819,6.351373,,,4.498411571428571,6.351373,4.498411571428571,0.0,0.0,15,5,1,0,Winter,0
Lower Fraser Valley,2.173626,2022-01-01 16:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,2.877056,6.299942,,,4.207813375,6.351373,4.207813375,0.0,0.0,16,5,1,0,Winter,0
Lower Fraser Valley,3.429551,2022-01-01 17:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,2.173626,5.474733,,,4.121339777777778,6.351373,4.121339777777778,0.0,0.0,17,5,1,0,Winter,0
Lower Fraser Valley,3.354083,2022-01-01 18:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,3.429551,4.187194,,,4.0446140999999995,6.351373,4.0446140999999995,0.0,0.0,18,5,1,0,Winter,0
Lower Fraser Valley,3.142944,2022-01-01 19:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,3.354083,3.418764,,,3.9626440909090905,6.351373,3.9626440909090905,0.0,0.0,19,5,1,0,Winter,0
Lower Fraser Valley,3.727528,2022-01-01 20:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,3.142944,2.879819,,,3.943051083333333,6.351373,3.943051083333333,0.0,0.0,20,5,1,0,Winter,0
Lower Fraser Valley,3.237195,2022-01-01 21:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,3.727528,2.877056,,,3.8887544615384613,6.351373,3.8887544615384613,0.0,0.0,21,5,1,0,Winter,0
Lower Fraser Valley,3.1044,2022-01-01 22:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,3.237195,2.173626,,,3.832729142857143,6.351373,3.832729142857143,0.0,0.0,22,5,1,0,Winter,0
Lower Fraser Valley,3.153861,2022-01-01 23:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,3.1044,3.429551,,,3.7874712666666666,6.351373,3.7874712666666666,0.0,0.0,23,5,1,0,Winter,0
Lower Fraser Valley,2.701264,2022-01-02 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,3.153861,3.354083,,,3.7195833124999997,6.351373,3.7195833124999997,0.0,0.0,0,6,1,0,Winter,0
Lower Fraser Valley,3.221887,2022-01-02 01:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,2.701264,3.142944,,,3.6903070588235294,6.351373,3.6903070588235294,0.0,0.0,1,6,1,0,Winter,0
Lower Fraser Valley,3.382222,2022-01-02 02:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,3.221887,3.727528,,,3.673191222222222,6.351373,3.673191222222222,0.0,0.0,2,6,1,0,Winter,0
Lower Fraser Valley,4.147083,2022-01-02 03:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,3.382222,3.237195,,,3.6981328947368417,6.351373,3.6981328947368417,0.0,0.0,3,6,1,0,Winter,0
Lower Fraser Valley,3.997083,2022-01-02 04:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,4.147083,3.1044,,,3.7130804,6.351373,3.7130804,0.0,0.0,4,6,1,0,Winter,0
Lower Fraser Valley,3.392667,2022-01-02 05:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,3.997083,3.153861,,,3.697822619047619,6.351373,3.697822619047619,0.0,0.0,5,6,1,0,Winter,0
Lower Fraser Valley,3.128333,2022-01-02 06:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,3.392667,2.701264,,,3.671936727272727,6.351373,3.671936727272727,0.0,0.0,6,6,1,0,Winter,0
Lower Fraser Valley,2.92375,2022-01-02 07:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,3.128333,3.221887,,,3.6394068695652173,6.351373,3.6394068695652173,0.0,0.0,7,6,1,0,Winter,0
Lower Fraser Valley,2.618006,2022-01-02 08:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,2.92375,3.382222,,,3.5968485,6.351373,3.5968485,0.0,0.0,8,6,1,0,Winter,0
Lower Fraser Valley,2.847105,2022-01-02 09:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,2.618006,4.147083,6.351373,,3.4508373333333338,6.299942,3.56685876,0.0,0.0,9,6,1,0,Winter,0
Lower Fraser Valley,2.474792,2022-01-02 10:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,2.847105,3.997083,6.299942,,3.2914560833333333,5.474733,3.524856192307692,0.0,0.0,10,6,1,0,Winter,0
Lower Fraser Valley,1.830556,2022-01-02 11:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,2.474792,3.392667,5.474733,,3.139615375,4.187194,3.462104333333333,0.0,0.0,11,6,1,0,Winter,0
Lower Fraser Valley,1.511639,2022-01-02 12:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.830556,3.128333,4.187194,,3.0281339166666665,4.147083,3.392444857142857,0.0,0.0,12,6,1,0,Winter,0
Lower Fraser Valley,1.113222,2022-01-02 13:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.511639,2.92375,3.418764,,2.9320696666666666,4.147083,3.3138509655172412,0.0,0.0,13,6,1,0,Winter,0
Lower Fraser Valley,1.289639,2022-01-02 14:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.113222,2.618006,2.879819,,2.8658121666666667,4.147083,3.2463772333333334,0.0,0.0,14,6,1,0,Winter,0
Lower Fraser Valley,1.627306,2022-01-02 15:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.289639,2.847105,2.877056,,2.8137392500000007,4.147083,3.194149129032258,0.0,0.0,15,6,1,0,Winter,0
Lower Fraser Valley,1.365972,2022-01-02 16:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.627306,2.474792,2.173626,,2.780087,4.147083,3.13701859375,0.0,0.0,16,6,1,0,Winter,0
Lower Fraser Valley,2.021667,2022-01-02 17:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.365972,1.830556,3.429551,,2.7214251666666662,4.147083,3.1032200606060605,0.0,0.0,17,6,1,0,Winter,0
Lower Fraser Valley,2.343778,2022-01-02 18:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,2.021667,1.511639,3.354083,,2.679329125,4.147083,3.0808835294117647,0.0,0.0,18,6,1,0,Winter,0
Lower Fraser Valley,2.408361,2022-01-02 19:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,2.343778,1.113222,3.142944,,2.6487215,4.147083,3.0616686,0.0,0.0,19,6,1,0,Winter,0
Lower Fraser Valley,2.840889,2022-01-02 20:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,2.408361,1.289639,3.727528,,2.6117782083333334,4.147083,3.0555358333333333,0.0,0.0,20,6,1,0,Winter,0
Lower Fraser Valley,3.42,2022-01-02 21:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,2.840889,1.627306,3.237195,,2.6193950833333335,4.147083,3.065386216216216,0.0,0.0,21,6,1,0,Winter,0
Lower Fraser Valley,2.719556,2022-01-02 22:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,3.42,1.365972,3.1044,,2.6033599166666668,4.147083,3.056285421052632,0.0,0.0,22,6,1,0,Winter,0
Lower Fraser Valley,2.460695,2022-01-02 23:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,2.719556,2.021667,3.153861,,2.5744779999999996,4.147083,3.041013871794872,0.0,0.0,23,6,1,0,Winter,0
Lower Fraser Valley,2.66,2022-01-03 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,2.460695,2.343778,2.701264,,2.5727586666666666,4.147083,3.031488525,0.0,0.0,0,0,1,0,Winter,0
Lower Fraser Valley,1.927353,2022-01-03 01:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,2.66,2.408361,3.221887,,2.51881975,4.147083,3.0045583902439024,0.0,0.0,1,0,1,0,Winter,0
Lower Fraser Valley,2.93,2022-01-03 02:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.927353,2.840889,3.382222,,2.499977166666667,4.147083,3.0027831904761904,0.0,0.0,2,0,1,0,Winter,0
Lower Fraser Valley,2.758028,2022-01-03 03:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,2.93,3.42,4.147083,,2.442099875,3.997083,2.9970912093023254,0.0,0.0,3,0,1,0,Winter,0
Lower Fraser Valley,2.501684,2022-01-03 04:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,2.758028,2.719556,3.997083,,2.379791583333333,3.42,2.985831954545455,0.0,0.0,4,0,1,0,Winter,0
Lower Fraser Valley,2.250056,2022-01-03 05:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,2.501684,2.460695,3.392667,,2.3321827916666664,3.42,2.969481377777778,0.0,0.0,5,0,1,0,Winter,0
Lower Fraser Valley,1.94,2022-01-03 06:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,2.250056,2.66,3.128333,,2.2826689166666667,3.42,2.947101347826087,0.0,0.0,6,0,1,0,Winter,0
Lower Fraser Valley,2.53425,2022-01-03 07:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.94,1.927353,2.92375,,2.26643975,3.42,2.9383172765957446,0.0,0.0,7,0,1,0,Winter,0
Lower Fraser Valley,1.785014,2022-01-03 08:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,2.53425,2.93,2.618006,,2.2317317500000002,3.42,2.9142901250000004,0.0,0.0,8,0,1,0,Winter,0
Lower Fraser Valley,1.736765,2022-01-03 09:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.785014,2.758028,2.847105,6.351373,2.1854675833333332,3.42,2.890259,0.0,0.0,9,0,1,0,Winter,0
Lower Fraser Valley,1.531667,2022-01-03 10:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.736765,2.501684,2.474792,6.299942,2.1461707083333335,3.42,2.86308716,0.0,0.0,10,0,1,0,Winter,0
Lower Fraser Valley,1.517583,2022-01-03 11:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.531667,2.250056,1.830556,5.474733,2.1331301666666667,3.42,2.836704725490196,0.0,0.0,11,0,1,0,Winter,0
Lower Fraser Valley,1.431444,2022-01-03 12:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.517583,1.94,1.511639,4.187194,2.1297887083333333,3.42,2.809680480769231,0.0,0.0,12,0,1,0,Winter,0
Lower Fraser Valley,1.522449,2022-01-03 13:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.431444,2.53425,1.113222,3.418764,2.1468398333333334,3.42,2.785393094339623,0.0,0.0,13,0,1,0,Winter,0
Lower Fraser Valley,1.541778,2022-01-03 14:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.522449,1.785014,1.289639,2.879819,2.157345625,3.42,2.762363185185185,0.0,0.0,14,0,1,0,Winter,0
Lower Fraser Valley,1.326972,2022-01-03 15:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.541778,1.736765,1.627306,2.877056,2.1448317083333333,3.42,2.7362651636363635,0.0,0.0,15,0,1,0,Winter,0
Lower Fraser Valley,0.9490556,2022-01-03 16:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.326972,1.531667,1.365972,2.173626,2.1274601916666667,3.42,2.7043507071428574,0.0,0.0,16,0,1,0,Winter,0
Lower Fraser Valley,1.082103,2022-01-03 17:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.9490556,1.517583,2.021667,3.429551,2.0883116916666666,3.42,2.6758902210526316,0.0,0.0,17,0,1,0,Winter,0
Lower Fraser Valley,1.758472,2022-01-03 18:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.082103,1.431444,2.343778,3.354083,2.063923941666667,3.42,2.6600726655172413,0.0,0.0,18,0,1,0,Winter,0
Lower Fraser Valley,1.731028,2022-01-03 19:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.758472,1.522449,2.408361,3.142944,2.0357017333333336,3.42,2.6443261457627116,0.0,0.0,19,0,1,0,Winter,0
Lower Fraser Valley,1.835056,2022-01-03 20:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.731028,1.541778,2.840889,3.727528,1.993792025,3.42,2.63083831,0.0,0.0,20,0,1,0,Winter,0
Lower Fraser Valley,1.436417,2022-01-03 21:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.835056,1.326972,3.42,3.237195,1.9111427333333335,2.93,2.6112576327868853,0.0,0.0,21,0,1,0,Winter,0
Lower Fraser Valley,1.115389,2022-01-03 22:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.436417,0.9490556,2.719556,3.1044,1.8443024416666667,2.93,2.5871307193548385,0.0,0.0,22,0,1,0,Winter,0
Lower Fraser Valley,1.895333,2022-01-03 23:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.115389,1.082103,2.460695,3.153861,1.8207456916666667,2.93,2.5761498031746033,0.0,0.0,23,0,1,0,Winter,0
Lower Fraser Valley,1.8375,2022-01-04 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.895333,1.758472,2.66,2.701264,1.7864748583333334,2.93,2.5646084,0.0,0.0,0,1,1,0,Winter,0
Lower Fraser Valley,2.320196,2022-01-04 01:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.8375,1.731028,1.927353,3.221887,1.8028433166666666,2.93,2.5608482092307696,0.0,0.0,1,1,1,0,Winter,0
Lower Fraser Valley,2.527555,2022-01-04 02:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,2.320196,1.835056,2.93,3.382222,1.7860747749999997,2.758028,2.5603437666666666,0.0,0.0,2,1,1,0,Winter,0
Lower Fraser Valley,3.407972,2022-01-04 03:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,2.527555,1.436417,2.758028,4.147083,1.813155775,3.407972,2.5729949343283582,0.0,0.0,3,1,1,0,Winter,0
Lower Fraser Valley,3.076806,2022-01-04 04:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,3.407972,1.115389,2.501684,3.997083,1.8371191916666667,3.407972,2.5804039205882354,0.0,0.0,4,1,1,0,Winter,0
Lower Fraser Valley,4.264833,2022-01-04 05:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,3.076806,1.895333,2.250056,3.392667,1.9210682333333333,4.264833,2.6048159362318843,0.0,0.0,5,1,1,0,Winter,0
Lower Fraser Valley,4.87075,2022-01-04 06:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,4.264833,1.8375,1.94,3.128333,2.0431828166666666,4.87075,2.637186422857143,0.0,0.0,6,1,1,0,Winter,0
Lower Fraser Valley,4.426667,2022-01-04 07:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,4.87075,2.320196,2.53425,2.92375,2.122033525,4.87075,2.662390374647887,0.0,0.0,7,1,1,0,Winter,0
Lower Fraser Valley,4.067797,2022-01-04 08:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,4.426667,2.527555,1.785014,2.618006,2.2171494833333334,4.87075,2.681909911111111,0.0,0.0,8,1,1,0,Winter,0
Lower Fraser Valley,5.13321,2022-01-04 09:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,4.067797,3.407972,1.736765,2.847105,2.358668025,5.13321,2.715489364383562,0.0,0.0,9,1,1,0,Winter,0
Lower Fraser Valley,3.975417,2022-01-04 10:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,5.13321,3.076806,1.531667,2.474792,2.460490941666667,5.13321,2.7325154135135135,0.0,0.0,10,1,1,0,Winter,0
Lower Fraser Valley,3.084528,2022-01-04 11:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,3.975417,4.264833,1.517583,1.830556,2.525780316666667,5.13321,2.7372089146666667,0.0,0.0,11,1,1,0,Winter,0
Lower Fraser Valley,2.989989,2022-01-04 12:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,3.084528,4.87075,1.431444,1.511639,2.5907196916666666,5.13321,2.740534968421053,0.0,0.0,12,1,1,0,Winter,0
Lower Fraser Valley,2.546833,2022-01-04 13:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,2.989989,4.426667,1.522449,1.113222,2.6334023583333335,5.13321,2.7380193584415586,0.0,0.0,13,1,1,0,Winter,0
Lower Fraser Valley,2.558444,2022-01-04 14:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,2.546833,4.067797,1.541778,1.289639,2.6757634416666662,5.13321,2.73571711025641,0.0,0.0,14,1,1,0,Winter,0
Lower Fraser Valley,2.086944,2022-01-04 15:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,2.558444,5.13321,1.326972,1.627306,2.7074289416666666,5.13321,2.7275047924050635,0.0,0.0,15,1,1,0,Winter,0
Lower Fraser Valley,1.943831,2022-01-04 16:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,2.086944,3.975417,0.9490556,1.365972,2.7488779166666664,5.13321,2.71770887,0.0,0.0,16,1,1,0,Winter,0
Lower Fraser Valley,2.331058,2022-01-04 17:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.943831,3.084528,1.082103,2.021667,2.8009177083333334,5.13321,2.7129354024691357,0.0,0.0,17,1,1,0,Winter,0
Lower Fraser Valley,2.580719,2022-01-04 18:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,2.331058,2.989989,1.758472,2.343778,2.8351780000000004,5.13321,2.711323007317073,0.0,0.0,18,1,1,0,Winter,0
Lower Fraser Valley,2.486892,2022-01-04 19:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,2.580719,2.546833,1.731028,2.408361,2.8666723333333333,5.13321,2.7086190192771085,0.0,0.0,19,1,1,0,Winter,0
Lower Fraser Valley,2.671583,2022-01-04 20:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,2.486892,2.558444,1.835056,2.840889,2.901527625,5.13321,2.7081781142857144,0.0,0.0,20,1,1,0,Winter,0
Lower Fraser Valley,4.230909,2022-01-04 21:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,2.671583,2.086944,1.436417,3.42,3.017964791666667,5.13321,2.7260925952941175,0.0,0.0,21,1,1,0,Winter,0
Lower Fraser Valley,3.497444,2022-01-04 22:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,4.230909,1.943831,1.115389,2.719556,3.1172170833333332,5.13321,2.7350617976744185,0.0,0.0,22,1,1,0,Winter,0
Lower Fraser Valley,3.051389,2022-01-04 23:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,3.497444,2.331058,1.895333,2.460695,3.165386083333333,5.13321,2.7386977425287355,0.0,0.0,23,1,1,0,Winter,0
Lower Fraser Valley,3.572011,2022-01-05 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,3.051389,2.580719,1.8375,2.66,3.237657375,5.13321,2.7481672113636364,0.0,0.0,0,2,1,0,Winter,0
Lower Fraser Valley,3.898962,2022-01-05 01:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,3.572011,2.486892,2.320196,1.927353,3.3034392916666664,5.13321,2.76109748988764,0.0,0.0,1,2,1,0,Winter,0
Lower Fraser Valley,3.515389,2022-01-05 02:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,3.898962,2.671583,2.527555,2.93,3.3445990416666667,5.13321,2.7694785066666663,0.0,0.0,2,2,1,0,Winter,0
Lower Fraser Valley,3.590389,2022-01-05 03:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,3.515389,4.230909,3.407972,2.758028,3.35219975,5.13321,2.778499501098901,0.0,0.0,3,2,1,0,Winter,0
Lower Fraser Valley,3.441472,2022-01-05 04:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,3.590389,3.497444,3.076806,2.501684,3.3673941666666667,5.13321,2.7857057239130434,0.0,0.0,4,2,1,0,Winter,0
Lower Fraser Valley,4.248611,2022-01-05 05:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,3.441472,3.051389,4.264833,2.250056,3.36671825,5.13321,2.8014358881720427,0.0,0.0,5,2,1,0,Winter,0
Lower Fraser Valley,3.470528,2022-01-05 06:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,4.248611,3.572011,4.87075,1.94,3.3083756666666666,5.13321,2.808553889361702,0.0,0.0,6,2,1,0,Winter,0
Lower Fraser Valley,6.612889,2022-01-05 07:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,3.470528,3.898962,4.426667,2.53425,3.39946825,6.612889,2.848599522105263,0.0,0.0,7,2,1,0,Winter,0
Lower Fraser Valley,6.799695,2022-01-05 08:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,6.612889,3.515389,4.067797,1.785014,3.5132973333333335,6.799695,2.8897567666666664,0.0,0.0,8,2,1,0,Winter,0
Lower Fraser Valley,4.510895,2022-01-05 09:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,6.799695,3.590389,5.13321,1.736765,3.4873675416666665,6.799695,2.906469531958763,0.0,0.0,9,2,1,0,Winter,0
Lower Fraser Valley,4.813611,2022-01-05 10:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,4.510895,3.441472,3.975417,1.531667,3.522292291666666,6.799695,2.9259301591836735,0.0,0.0,10,2,1,0,Winter,0
Lower Fraser Valley,3.852722,2022-01-05 11:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,4.813611,4.248611,3.084528,1.517583,3.554300375,6.799695,2.935291692929293,0.0,0.0,11,2,1,0,Winter,0
Lower Fraser Valley,3.642833,2022-01-05 12:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,3.852722,3.470528,2.989989,1.431444,3.581502208333333,6.799695,2.942367106,0.0,0.0,12,2,1,0,Winter,0
Lower Fraser Valley,3.098361,2022-01-05 13:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,3.642833,6.612889,2.546833,1.522449,3.6044825416666666,6.799695,2.9439116,0.0,0.0,13,2,1,0,Winter,0
Lower Fraser Valley,2.719917,2022-01-05 14:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,3.098361,6.799695,2.558444,1.541778,3.6112105833333334,6.799695,2.941715574509804,0.0,0.0,14,2,1,0,Winter,0
Lower Fraser Valley,2.7165,2022-01-05 15:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,2.719917,4.510895,2.086944,1.326972,3.6374420833333336,6.799695,2.9395290155339806,0.0,0.0,15,2,1,0,Winter,0
Lower Fraser Valley,2.605172,2022-01-05 16:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,2.7165,4.813611,1.943831,0.9490556,3.6649979583333336,6.799695,2.936314044230769,0.0,0.0,16,2,1,0,Winter,0
Lower Fraser Valley,2.91,2022-01-05 17:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,2.605172,3.852722,2.331058,1.082103,3.6891205416666666,6.799695,2.9360634342857144,0.0,0.0,17,2,1,0,Winter,0
Lower Fraser Valley,3.326667,2022-01-05 18:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,2.91,3.642833,2.580719,1.758472,3.720201708333333,6.799695,2.9397483735849055,0.0,0.0,18,2,1,0,Winter,0
Lower Fraser Valley,3.620778,2022-01-05 19:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,3.326667,3.098361,2.486892,1.731028,3.7674469583333337,6.799695,2.946113136448598,0.0,0.0,19,2,1,0,Winter,0
Lower Fraser Valley,3.35425,2022-01-05 20:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,3.620778,2.719917,2.671583,1.835056,3.7958914166666666,6.799695,2.9498921814814816,0.0,0.0,20,2,1,0,Winter,0
Lower Fraser Valley,3.479445,2022-01-05 21:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,3.35425,2.7165,4.230909,1.436417,3.7645804166666665,6.799695,2.9547504642201834,0.0,0.0,21,2,1,0,Winter,0
Lower Fraser Valley,3.420444,2022-01-05 22:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,3.479445,2.605172,3.497444,1.115389,3.7613720833333333,6.799695,2.9589840418181814,0.0,0.0,22,2,1,0,Winter,0
Lower Fraser Valley,3.625597,2022-01-05 23:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,3.420444,2.91,3.051389,1.895333,3.785297416666667,6.799695,2.964989563963964,0.0,0.0,23,2,1,0,Winter,0
Lower Fraser Valley,3.553861,2022-01-06 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,3.625597,3.326667,3.572011,1.8375,3.784541166666667,6.799695,2.970247344642857,0.0,0.0,0,3,1,0,Winter,0
Lower Fraser Valley,4.174877,2022-01-06 01:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,3.553861,3.620778,3.898962,2.320196,3.7960376250000003,6.799695,2.9809077840707965,0.0,0.0,1,3,1,0,Winter,0
Lower Fraser Valley,3.648861,2022-01-06 02:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,4.174877,3.35425,3.515389,2.527555,3.8015989583333334,6.799695,2.986767022807017,0.0,0.0,2,3,1,0,Winter,0
Lower Fraser Valley,3.664778,2022-01-06 03:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,3.648861,3.479445,3.590389,3.407972,3.8046985,6.799695,2.9926627704347823,0.0,0.0,3,3,1,0,Winter,0
Lower Fraser Valley,4.045972,2022-01-06 04:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,3.664778,3.420444,3.441472,3.076806,3.829886,6.799695,3.001743022413793,0.0,0.0,4,3,1,0,Winter,0
Lower Fraser Valley,3.248389,2022-01-06 05:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,4.045972,3.625597,4.248611,4.264833,3.788210083333334,6.799695,3.003851107692308,0.0,0.0,5,3,1,0,Winter,0
